date,ldos_shares,ph_shares,wab_shares,br_shares,dov_shares,tdg_shares,ir_shares,cat_shares,payc_shares,csx_shares,wm_shares,hubb_shares,gww_shares,sna_shares,ge_shares,unp_shares,jci_shares,ftv_shares,expd_shares,nsc_shares,hwm_shares,hon_shares,rol_shares,ndsn_shares,jbht_shares,txt_shares,chrw_shares,pwr_shares,rok_shares,gev_shares,tt_shares,lii_shares,etn_shares,bldr_shares,odfl_shares,lhx_shares,gnrc_shares,rsg_shares,ups_shares,eme_shares,hii_shares,ctas_shares,j_shares,mmm_shares,aos_shares,pcar_shares,lmt_shares,ual_shares,efx_shares,mas_shares,fast_shares,ba_shares,itw_shares,luv_shares,vrsk_shares,otis_shares,uber_shares,xyl_shares,payx_shares,rtx_shares,fdx_shares,swk_shares,vlto_shares,adp_shares,cprt_shares,uri_shares,cmi_shares,alle_shares,emr_shares,ame_shares,fix_shares,iex_shares,dal_shares,gd_shares,axon_shares,noc_shares,pnr_shares,de_shares,carr_shares
2025-10-27,657002,653943,875347,598983,701312,288411,1852023,2397886,256093,9541854,1896692,271764,225314,266786,5427697,3035541,3349335,1730108,694103,1148266,2062837,3249550,1437426,274532,391068,911320,603905,762495,575645,1393327,1138994,163484,1992506,567454,945753,957580,300017,1038980,3767229,228950,200676,1753180,611248,2725398,584261,2688299,1051644,1657622,633952,1070626,5875401,3870161,1357704,2685629,715411,2009491,10673730,1246327,1660005,6851013,1111054,794442,1269007,2072663,4554626,329329,705187,438978,2879894,1182387,,385022,3320951,1291894,401863,688886,838348,1289198,4095536
2025-10-28,656375,653316,874510,598410,700640,288135,1850253,2395591,255847,9532725,1894877,271503,225098,266531,5422504,3032637,3346131,1728452,693437,1147168,2060863,3246442,1436049,274268,390693,910447,603326,761766,575093,1391995,1137905,163328,1990601,566914,944847,956665,299729,1037987,3763626,228731,200484,1751503,610663,2722791,583703,2685728,1050639,1656038,633346,1069600,5869782,3866459,1356405,2683058,714727,2007568,10663518,1245136,1658418,6844458,1109992,793683,1267792,2070680,4550270,329014,704512,438558,2877137,1181256,,384653,3317774,1290658,401479,688226,837544,1287965,4091618
2025-10-29,656166,653107,874231,598219,700416,288043,1849663,2394826,255765,9529682,1894272,271416,225026,266446,5420773,3031669,3345063,1727900,693215,1146802,2060205,3245406,1435590,274180,390568,910156,603133,761523,574909,1391551,1137542,163276,1989966,566734,944545,956360,299633,1037656,3762425,228658,200420,1750944,610468,2721922,583516,2684871,1050304,1655510,633144,1069258,5867909,3865225,1355972,2682201,714499,2006927,10660114,1244739,1657889,6842273,1109638,793430,1267387,2070019,4548818,328909,704287,438418,2876218,1180879,,384530,3316715,1290246,401351,688006,837276,1287554,4090312
2025-10-30,656793,654834,876168,600292,702788,288819,1853633,2400921,256011,9554211,1899287,272377,225542,267301,5434666,3039273,3353667,1733956,695581,1149800,2065979,3253814,1440567,275144,391943,913329,605212,763652,576261,1395083,1140331,163832,1995171,567274,947851,958875,299921,1040049,3772128,229377,200612,1755421,612653,2729729,584077,2691142,1052909,1659094,634450,1072984,5881528,3875227,1359471,2691572,715983,2011450,10687626,1247430,1661576,6859928,1112200,794189,1271802,2075802,4559074,329724,706162,439938,2884275,1183610,,385799,3324092,1293882,402335,689766,840180,1290787,4099730
2025-10-31,656793,654834,876168,600292,702788,288819,1853633,2400921,256011,9554211,1899287,272377,225542,267301,5434666,3039273,3353667,1733956,695581,1149800,2065979,3253814,1440567,275144,391943,913329,605212,763652,576261,1395083,1140331,163832,1995171,567274,947851,958875,299921,1040049,3772128,229377,200612,1755421,612653,2729729,584077,2691142,1052909,1659094,634450,1072984,5881528,3875227,1359471,2691572,715983,2011450,10687626,1247430,1661576,6859928,1112200,794189,1271802,2075802,4559074,329724,706162,439938,2884275,1183610,,385799,3324092,1293882,402335,689766,840180,1290787,4099730
2025-11-03,654063,652117,872528,597796,699876,287623,1845950,2390963,254945,9514587,1891409,271246,224606,266196,5412124,3026663,3339757,1726767,692695,1145029,2057412,3240320,1434587,274000,390318,909546,602703,760480,573869,1389298,1135599,163156,1986890,564921,943925,954897,298673,1035733,3756489,228428,199780,1748141,610118,2718406,581646,2679975,1048541,1652217,631824,1068538,5857140,3859159,1353829,2680405,713019,2003104,10643296,1242256,1654686,6831471,1107585,790900,1266524,2067196,4540172,328359,703237,438118,2872315,1178696,,384200,3310299,1288513,400671,686906,836696,1285431,4082726
2025-11-04,654063,652117,872528,597796,699876,287623,1845950,2390963,254945,9514587,1891409,271246,224606,266196,5412124,3026663,3339757,1726767,692695,1145029,2057412,3240320,1434587,274000,390318,909546,602703,760480,573869,1389298,1135599,163156,1986890,564921,943925,954897,298673,1035733,3756489,228428,199780,1748141,610118,2718406,581646,2679975,1048541,1652217,631824,1068538,5857140,3859159,1353829,2680405,713019,2003104,10643296,1242256,1654686,6831471,1107585,790900,1266524,2067196,4540172,328359,703237,438118,2872315,1178696,,384200,3310299,1288513,400671,686906,836696,1285431,4082726
2025-11-05,653643,651699,871968,597412,699428,287439,1844768,2389431,254781,9508491,1890197,271072,224462,266026,5408656,3024723,3337617,1725661,692251,1144295,2056094,3238244,1433667,273824,390068,908964,602317,759992,573501,1388408,1134871,163052,1985616,564559,943321,954285,298481,1035069,3754083,228282,199652,1747021,609728,2716664,581272,2678257,1047869,1651159,631420,1067854,5853388,3856687,1352961,2678687,712563,2001820,10636476,1241460,1653626,6827093,1106875,790394,1265712,2065872,4537264,328149,702787,437838,2870475,1177940,,383954,3308177,1287687,400415,686466,836160,1284607,4080110
2025-11-06,653853,651908,872248,597604,699652,287531,1845359,2390197,254863,9511539,1890803,271159,224534,266111,5410390,3025693,3338687,1726214,692473,1144662,2056753,3239282,1434127,273912,390193,909255,602510,760236,573685,1388853,1135235,163104,1986253,564740,943623,954591,298577,1035401,3755286,228355,199716,1747581,609923,2717535,581459,2679116,1048205,1651688,631622,1068196,5855264,3857923,1353395,2679546,712791,2002462,10639886,1241858,1654156,6829282,1107230,790647,1266118,2066534,4538718,328254,703012,437978,2871395,1178318,,384077,3309237,1288100,400543,686686,836428,1285019,4081418
2025-11-07,655113,653162,873928,598756,700996,288083,1848905,2394793,255355,9529827,1894439,271681,224966,266621,5420794,3031513,3345107,1729532,693805,1146864,2060707,3245510,1436887,274440,390943,911001,603668,761700,574789,1391523,1137419,163416,1990075,565826,945435,956427,299153,1037393,3762504,228793,200100,1750941,611093,2722761,582581,2684270,1050221,1654862,632834,1070248,5866520,3865339,1355999,2684700,714159,2006314,10660346,1244246,1657336,6842416,1109360,792165,1268554,2070506,4547442,328884,704362,438818,2876915,1180586,,384815,3315597,1290578,401311,688006,838036,1287491,4089266
2025-11-10,653013,651072,871128,596836,698756,287163,1842995,2387133,254535,9499347,1888379,270811,224246,265771,5403454,3021813,3334407,1724002,691585,1143194,2054117,3235130,1432287,273560,389693,908091,601738,759260,572949,1387073,1133779,162896,1983705,564016,942415,953367,298193,1034073,3750464,228063,199460,1745341,609143,2714051,580711,2675680,1046861,1649572,630814,1066828,5847750,3852979,1351659,2676110,711879,1999894,10626246,1240266,1652036,6820526,1105810,789635,1264494,2063886,4532892,327834,702112,437418,2867715,1176806,,383585,3304987,1286448,400031,685806,835356,1283371,4076186
2025-11-11,652593,650654,870568,596452,698308,286979,1841811,2385601,254371,9493249,1887167,270637,224102,265601,5399986,3019873,3332267,1722896,691141,1142460,2052799,3233054,1431367,273384,389443,907509,601352,758772,572581,1386183,1133051,162792,1982431,563654,941811,952755,298001,1033409,3748056,227917,199332,1744221,608753,2712309,580337,2673962,1046189,1648514,630410,1066144,5843996,3850505,1350791,2674392,711421,1998610,10619424,1239470,1650976,6816148,1105100,789129,1263682,2062562,4529982,327624,701662,437138,2865875,1176050,,383339,3302865,1285622,399775,685366,834820,1282547,4073570
2025-11-12,656193,653064,873368,598372,700548,287899,1847731,2394101,256591,9523739,1893227,271507,224822,266451,5419166,3030973,3344867,1728426,693361,1146130,2060489,3244934,1435967,274264,390693,910419,603282,761212,574421,1391233,1137331,163312,1989601,565464,944831,955815,300561,1036729,3760096,228647,200892,1749821,610713,2722419,585707,2682552,1050109,1653804,632430,1069564,5862766,3864575,1355131,2682982,713711,2005030,10657634,1243450,1656276,6840538,1108650,791659,1267742,2070222,4544532,328674,703912,438538,2875075,1179830,,384569,3313475,1290472,401055,687566,837500,1287307,4086650
2025-11-13,659553,656408,877848,601444,704132,289371,1857203,2406357,257903,9572523,1902923,272899,225974,267811,5446910,3046493,3361987,1737274,696913,1152002,2071033,3261542,1482327,275672,392693,915075,606370,765116,577365,1398353,1143155,164144,1999793,568360,949663,960711,302097,1042041,3779360,229815,201916,1758781,613849,2736355,588699,2696296,1055485,1662268,635662,1075036,5892798,3884367,1362075,2696726,717375,2015302,10712210,1249818,1664756,6875562,1114330,795707,1274238,2080814,4567812,330354,707512,440778,2889795,1185878,,386537,3330451,1297080,403103,691086,841788,1293899,4107578
2025-11-14,655983,652855,873088,598180,700324,287807,1847156,2393335,256509,9520690,1892621,271420,224750,266366,5417432,3030003,3343797,1727873,693139,1145763,2059830,3243896,1474167,274176,390568,910128,603089,760968,574237,1390788,1136967,163260,1988964,565283,944529,955509,300465,1036397,3758892,228574,200828,1749261,610534,2721548,585520,2681693,1049773,1653275,632228,1069222,5860889,3863338,1354697,2682123,713499,2004388,10654240,1243052,1655746,6838349,1108295,791406,1267336,2069560,4543077,328569,703687,438398,2874155,1179452,,384446,3312414,1290059,400927,687346,837232,1286895,4085342
2025-11-17,656403,653273,873648,598564,700772,287991,1848338,2394867,256673,9526788,1893833,271594,224894,266536,5420900,3031943,3345937,1728979,693583,1146497,2061148,3245972,1495127,274352,390818,910710,603475,761456,574605,1391678,1137695,163364,1990238,565645,945133,956121,300657,1037061,3761300,228720,200956,1750381,610924,2723290,585894,2683411,1050445,1654333,632632,1069906,5864643,3865812,1355565,2683841,713955,2005672,10661060,1243848,1656806,6842727,1109005,791912,1268148,2070884,4545987,328779,704137,438678,2875995,1180208,,384692,3314536,1290885,401183,687786,837768,1287719,4087958
2025-11-18,653253,650138,869448,595684,697412,286611,1839458,2383377,255443,9481038,1884743,270289,223814,265261,5394875,3017393,3329872,1720669,690253,1140992,2051248,3230387,1487927,273032,388943,906330,600580,757796,571845,1385003,1132235,162584,1980683,562930,940588,951531,299217,1032081,3743240,227625,199996,1741981,607984,2710225,583089,2670526,1045405,1646383,629587,1064761,5836473,3847257,1349055,2670956,710520,1996042,10609880,1237878,1648856,6809877,1103680,788117,1262058,2060939,4524162,327204,700762,436578,2862180,1174538,,382847,3298621,1284690,399263,684486,833748,1281539,4068323
2025-11-19,650313,647212,865528,592996,694276,285323,1831170,2372639,254295,9438324,1876245,269071,222806,264071,5370585,3003799,3314878,1712913,687145,1135854,2042008,3215841,1481207,271800,387193,902242,597878,754380,569269,1378759,1127139,161856,1971765,560396,936346,947247,297873,1027433,3726370,226603,199100,1734127,605240,2698017,580471,2658500,1040701,1638963,626745,1059959,5810181,3829939,1342979,2658916,707314,1987054,10562098,1232306,1641422,6779203,1098710,784575,1256374,2051657,4503778,325734,697612,434618,2849286,1169246,,381125,3283753,1278908,397471,681406,829996,1275771,4049997
2025-11-20,653043,649929,869168,595492,697188,286519,1838866,2382610,255361,9477987,1884136,270202,223742,265176,5393140,3016422,3328801,1720115,690031,1140625,2050588,3229348,1487447,272944,388818,906038,600387,757552,571661,1384557,1131871,162532,1980046,562749,940285,951225,299121,1031749,3742035,227552,199932,1741420,607788,2709353,582902,2669667,1045069,1645853,629384,1064418,5834595,3846020,1348621,2670096,710291,1995400,10606467,1237480,1648325,6807686,1103325,787864,1261652,2060276,4522706,327099,700537,436438,2861259,1174160,,382724,3297559,1284277,399135,684266,833480,1281127,4067014
2025-11-21,657453,654318,875048,599524,701892,288451,1851298,2398717,257083,9542058,1896883,272029,225254,266961,5429575,3036813,3351292,1731749,694693,1148332,2064448,3251167,1497527,274792,391443,912170,604440,762676,575525,1393923,1139515,163624,1993423,566550,946648,957651,301137,1038721,3767340,229085,201276,1753201,611904,2727665,586829,2687706,1052125,1656983,633647,1071621,5874033,3871997,1357735,2688135,715100,2008882,10678140,1245838,1659476,6853697,1110780,793177,1270178,2074199,4553282,329304,705262,439378,2880600,1182098,,385307,3319861,1292950,401823,688886,839108,1289779,4094503
2025-11-24,658293,655154,876168,600292,702788,288819,1853666,2401785,257411,9554262,1899311,272377,225542,267301,5436515,3040697,3355576,1733965,695581,1149800,2067088,3255323,1499447,275144,391943,913338,605212,763652,576261,1395707,1140971,163832,1995971,567274,947860,958875,301521,1040049,3772160,229377,201532,1755445,612688,2731153,587577,2691142,1053469,1659103,634459,1072993,5881545,3876945,1359471,2691571,716016,2011450,10691792,1247430,1661600,6862461,1112200,794189,1271802,2076851,4559106,329724,706162,439938,2884284,1183610,,385799,3324109,1294602,402335,689766,840180,1291427,4099739
2025-11-25,660393,657244,878968,602212,705028,289739,1859586,2409455,258231,9584782,1905381,273247,226262,268151,5453875,3050407,3366286,1739505,697801,1153470,2073688,3265713,1504247,276024,393193,916258,607142,766092,578101,1400167,1144611,164352,2002341,569084,950890,961935,302481,1043369,3784210,230107,202172,1761055,614648,2739873,589447,2699742,1056829,1664403,636489,1076423,5900335,3889325,1363811,2700171,718306,2017870,10725932,1251410,1666910,6884371,1115750,796719,1275862,2083481,4573666,330774,708422,441348,2893494,1187390,,387029,3334729,1298732,403625,691966,842860,1295547,4112839
2025-11-26,662913,659752,882328,604516,707716,290843,1866690,2418659,259215,9621406,1912665,274291,227126,269171,5474707,3062059,3379138,1746153,700465,1157874,2081608,3278181,1510007,277080,394693,919762,609458,769020,580309,1405519,1148979,164976,2009985,571256,954526,965607,303633,1047353,3798670,230983,202940,1767787,617000,2750337,591691,2710062,1060861,1670763,638925,1080539,5922883,3904181,1369019,2710491,721054,2025574,10766900,1256186,1673282,6910663,1120010,799755,1280734,2091437,4591138,332034,711134,443040,2904546,1191926,,388505,3347473,1303688,405173,694606,846076,1300491,4128559
2025-11-28,662493,659334,881768,604132,707268,290659,1865506,2417125,259051,9615302,1911451,274117,226982,269001,5471235,3060117,3376996,1745045,700021,1157140,2080288,3276103,1509047,276904,394443,919178,609072,768532,579941,1404627,1148251,164872,2008711,570894,953920,964995,303441,1046689,3796260,230837,202812,1766665,616608,2748593,591317,2708342,1060189,1669703,638519,1079853,5919125,3901705,1368151,2708771,720596,2024288,10760072,1255390,1672220,6906281,1119300,799249,1279922,2090111,4588226,331824,710682,442758,2902704,1191170,,388259,3345349,1302862,404915,694166,845540,1299667,4125939
2025-12-01,670473,667276,892408,611428,715780,294155,1888002,2446271,262167,9731278,1934517,277423,229718,272231,5537203,3097015,3417694,1766097,708457,1171086,2105368,3315585,1527287,280248,399193,930274,616406,777804,586933,1421575,1162083,166848,2032917,577772,965434,976623,307089,1059305,3842050,233611,205244,1787983,624056,2781729,598423,2741022,1072957,1689843,646233,1092887,5990527,3948749,1384643,2741451,729298,2048684,10889804,1270514,1692398,6989539,1132790,808863,1295350,2115305,4643554,335814,719270,448116,2937702,1205534,,392933,3385705,1318556,409817,702526,855724,1315323,4175719
2025-12-02,671523,668321,893808,612388,716905,294615,1890962,2450106,262577,9746538,1937552,277858,230078,272656,5545883,3101870,3423049,1768867,709567,1172921,2108668,3320780,1529692,280688,399818,931734,617371,779024,587853,1423805,1163903,167108,2036102,578677,966949,978153,307569,1060965,3848075,233976,205564,1790788,625036,2786089,599358,2745322,1074637,1692493,647248,1094602,5999922,3954939,1386813,2745751,730443,2051899,10906874,1272509,1695053,7000494,1134565,810128,1297380,2118620,4650834,336339,720400,448821,2942307,1207424,,393548,3391015,1320621,410462,703626,857064,1317383,4182269
2025-12-03,673833,670620,896888,614500,719380,295627,1897474,2458543,263479,9780121,1944229,278815,230870,273591,5564990,3112551,3434841,1774961,712009,1176958,2115928,3332220,1534983,281656,401193,934946,619494,781708,589877,1428711,1167907,167680,2043120,580668,970282,981519,308625,1064617,3861330,234779,206268,1796959,627192,2795681,601415,2754782,1078333,1698323,649481,1098375,6020591,3968557,1391587,2755211,732962,2058972,10944439,1276898,1700894,7024606,1138470,812911,1301846,2125913,4666861,337494,722886,450372,2952449,1211582,,394901,3402697,1325164,411881,706046,860012,1321915,4196679
2025-12-04,675093,671874,898568,615652,720730,296179,1901026,2463145,263971,9798439,1947871,279337,231302,274101,5575412,3118377,3441273,1778285,713341,1179160,2119888,3338460,1537869,282184,401943,936698,620652,783172,590981,1431387,1170091,167992,2046948,581754,972100,983355,309201,1066609,3868560,235217,206652,1800325,628368,2800913,602537,2759942,1080349,1701503,650699,1100433,6031865,3975985,1394191,2760371,734336,2062830,10964929,1279292,1704080,7037758,1140600,814429,1304282,2129891,4675603,338124,724242,451218,2957981,1213850,,395639,3409069,1327642,412655,707366,861620,1324387,4204539
2025-12-05,677193,674524,901368,617572,722980,297489,1906946,2472695,264791,9842469,1956541,280207,232262,274951,5597062,3130387,3451993,1783825,715561,1184470,2127588,3351360,1551079,283064,403193,939618,622582,786692,593381,1436927,1174651,168512,2054968,583564,975130,987855,310161,1071629,3885810,235947,207292,1808435,630328,2811733,604407,2772442,1084549,1706803,652729,1103863,6059855,3991365,1400451,2768971,736626,2069260,11007479,1283282,1709390,7065078,1145850,816959,1308342,2138161,4690173,339734,727422,452628,2971201,1219530,,396869,3425089,1332812,413945,710566,864300,1329547,4222039
2025-12-08,675513,672852,899128,616036,721180,296753,1902210,2466559,264135,9818045,1951685,279511,231686,274271,5583166,3122619,3443417,1779393,713785,1181534,2122308,3343040,1547231,282360,402193,937282,621038,784740,591909,1433359,1171739,168096,2049864,582116,972706,985407,309393,1068973,3876170,235363,206780,1803947,628760,2804757,602911,2765562,1081861,1702563,651105,1101119,6044823,3981461,1396979,2762091,734794,2064116,10980159,1280090,1705142,7047542,1143010,814935,1305094,2132857,4678517,338894,725614,451500,2963825,1216506,,395885,3416593,1329508,412913,708806,862156,1326251,4211559
2025-12-09,677403,674733,901648,617764,723205,297581,1907538,2473462,264873,9845531,1957148,280294,232334,275036,5598799,3131358,3453065,1784379,715783,1184846,2128248,3352400,1551560,283152,403318,939910,622775,786936,593565,1437373,1175024,168564,2055606,583745,975433,988161,310257,1071961,3887024,236020,207356,1808996,630524,2812614,604594,2773302,1084894,1707333,652932,1104206,6061743,3992612,1400894,2769831,736855,2069903,11010903,1283681,1709921,7067279,1146214,817221,1308757,2138833,4691630,339839,727648,452769,2972123,1219908,,396992,3426160,1333234,414074,710786,864577,1329968,4223349
2025-12-10,678453,675778,903048,618724,724330,298041,1910498,2477297,265283,9860801,1960183,280729,232694,275461,5607484,3136213,3458425,1787149,716893,1186686,2131548,3357600,1553965,283592,403943,941370,623740,788156,594485,1439603,1176849,168824,2058796,584650,976948,989691,310737,1073621,3893054,236385,207676,1811801,631504,2816979,605529,2777602,1086579,1709983,653947,1105921,6071143,3998807,1403069,2774131,738000,2073118,11027983,1285676,1712576,7078244,1147994,818491,1310792,2142153,4698915,340364,728778,453474,2976733,1221798,,397607,3431475,1335304,414719,711886,865922,1332033,4229899
