date,intu_price,it_price,qcom_price,ntap_price,aapl_price,on_price,intc_price,nxpi_price,swks_price,tel_price,now_price,lrcx_price,klac_price,keys_price,mpwr_price,gddy_price,mu_price,crwd_price,avgo_price,crm_price,jbl_price,snps_price,akam_price,csco_price,msi_price,orcl_price,epam_price,fico_price,nvda_price,cdns_price,cdw_price,tdy_price,trmb_price,wday_price,zbra_price,ibm_price,smci_price,fslr_price,vrsn_price,ftnt_price,adsk_price,mchp_price,amat_price,pltr_price,amd_price,hpe_price,adi_price,rop_price,ptc_price,wdc_price,glw_price,msft_price,dell_price,ffiv_price,ter_price,acn_price,anet_price,aph_price,ctsh_price,hpq_price,panw_price,tyl_price,txn_price,gen_price,ddog_price,stx_price,adbe_price,xlk_calculated_price,app_price,q_price,sndk_price
2025-12-08,656.24,227.28,175.31,117.53,277.89,56.38,40.30,229.01,69.21,233.98,853.52,162.74,1224.59,209.62,983.58,127.30,246.92,515.19,401.10,259.53,225.42,465.75,85.32,78.86,371.41,220.54,203.64,1760.45,185.55,337.29,145.94,513.73,81.77,221.00,264.41,309.18,35.37,255.88,250.95,83.53,301.39,67.35,268.16,181.49,221.11,23.86,279.13,446.71,174.41,169.78,88.27,491.02,140.41,248.21,202.99,266.50,129.11,140.06,80.71,25.07,195.35,460.20,180.94,26.84,154.28,285.41,339.12,147.49,689.76,84.30,225.47
2025-12-09,655.75,229.38,176.00,117.30,277.18,55.23,40.50,228.05,68.54,236.20,854.91,165.81,1225.61,210.46,962.95,126.14,252.42,517.98,406.29,261.02,228.09,465.85,85.66,79.51,371.33,221.53,207.97,1751.69,184.97,335.07,147.13,512.94,81.44,222.25,265.24,310.48,35.02,253.42,242.57,83.50,300.75,66.85,267.14,181.84,221.62,24.77,276.24,440.64,173.17,169.54,91.11,492.02,138.22,257.98,199.97,269.53,130.04,138.58,80.95,25.38,195.00,453.36,179.52,27.14,152.57,282.86,344.32,147.89,724.62,85.09,219.46
2025-12-10,662.43,230.88,182.21,119.39,278.78,55.10,40.78,230.78,68.81,244.13,853.56,168.26,1238.91,212.78,979.02,128.30,263.71,519.54,412.97,264.20,229.97,475.83,86.45,80.25,370.73,223.01,211.72,1752.24,183.78,338.06,149.54,516.20,82.46,222.75,271.30,312.67,34.90,262.23,242.32,81.60,300.10,67.90,275.15,187.91,221.42,25.26,281.57,442.28,175.66,181.95,94.20,478.56,140.63,258.08,204.01,272.22,132.36,138.68,83.22,25.49,192.96,455.78,181.67,27.53,151.20,298.92,343.13,148.61,703.28,86.20,232.86
2025-12-11,676.01,232.66,181.27,119.11,278.03,55.97,39.51,231.83,68.25,244.29,867.49,168.71,1246.18,214.14,981.48,126.05,258.46,517.65,406.37,262.35,234.25,477.26,85.45,79.27,368.05,198.85,211.11,1825.83,180.93,335.43,149.86,523.11,83.34,224.04,273.54,310.74,34.02,272.83,244.07,82.47,300.93,69.09,270.11,187.54,221.43,24.54,283.39,445.84,178.00,187.20,95.97,483.47,138.60,264.45,203.97,270.37,134.39,139.09,83.82,25.41,190.36,453.73,181.67,27.78,149.90,307.85,350.43,147.82,716.98,84.80,241.61
2025-12-12,670.92,233.89,178.29,115.66,278.28,54.96,37.81,228.16,66.97,230.16,865.06,160.52,1193.92,208.81,946.51,124.80,241.14,504.78,359.93,262.23,222.37,452.95,85.88,77.80,364.70,189.97,209.63,1844.98,175.02,323.22,144.93,518.22,80.26,224.49,268.39,309.24,32.33,254.80,242.00,82.22,297.64,67.18,259.21,183.57,210.78,23.87,279.32,445.86,176.00,176.34,88.32,478.53,129.98,262.67,193.37,271.56,124.76,129.24,83.94,24.74,191.69,455.64,179.42,27.67,146.00,287.64,356.43,143.57,670.67,78.94,206.18
2025-12-15,654.60,246.35,179.26,114.11,274.11,55.09,37.51,231.83,66.37,230.70,765.20,164.30,1225.11,207.48,949.40,123.81,237.50,487.47,339.81,254.58,221.21,454.67,86.53,78.25,364.84,184.92,212.14,1807.73,176.29,318.43,144.88,514.29,80.17,214.90,265.29,308.66,31.37,255.89,241.88,81.52,294.31,67.18,261.27,183.25,207.58,24.05,280.44,443.60,175.07,172.04,88.11,474.82,130.51,263.01,194.70,274.66,125.89,129.90,84.05,24.49,185.88,447.00,177.97,27.49,142.05,285.58,351.15,142.18,675.16,76.63,201.87
2025-12-22,675.21,250.46,174.22,110.90,270.97,56.37,36.37,228.94,65.24,233.51,156.68,175.26,1265.66,203.71,945.16,126.08,276.59,483.14,341.45,264.63,229.78,481.24,90.11,78.11,372.70,198.38,211.59,1742.63,183.69,317.57,139.51,518.14,81.95,217.99,249.38,302.79,31.07,284.59,246.16,81.74,300.47,66.24,259.01,193.98,214.95,24.70,275.82,449.25,179.06,176.76,88.40,484.92,126.61,260.40,197.22,270.67,130.73,135.14,85.21,23.17,189.49,464.97,178.82,27.72,141.84,282.85,357.53,145.06,733.60,81.89,241.05
2025-12-23,674.14,250.38,174.75,109.84,272.36,55.69,36.35,225.98,64.48,232.69,154.36,175.16,1268.75,205.25,943.55,126.75,276.27,478.84,349.32,263.43,235.07,475.47,89.23,78.02,378.38,195.34,208.00,1725.78,189.21,316.93,138.14,518.90,80.50,215.44,246.76,303.78,30.76,269.39,245.08,80.66,297.58,65.35,260.23,194.13,214.90,24.58,276.73,449.34,176.02,178.25,89.34,486.85,127.62,260.46,198.50,270.77,131.32,137.12,85.18,22.93,188.12,462.25,177.08,27.45,141.23,282.80,352.42,145.85,728.45,83.17,244.90
2025-12-24,674.83,251.18,174.77,110.06,273.81,55.08,36.16,225.26,64.51,231.90,152.59,177.33,1276.99,205.33,953.25,127.15,286.68,477.11,350.22,265.26,234.49,475.75,88.82,78.02,376.48,197.49,209.08,1731.01,188.61,317.76,138.71,520.40,80.01,216.85,245.90,304.56,30.55,272.21,245.75,81.18,298.21,65.36,260.78,194.17,215.04,24.44,277.56,451.18,176.47,179.56,89.66,488.02,128.38,262.33,198.53,269.98,130.77,137.94,85.42,23.16,187.22,461.32,177.13,27.64,138.04,285.27,352.98,146.37,727.50,83.37,250.08
2025-12-26,676.55,252.61,174.81,110.51,273.40,54.93,36.20,222.87,64.21,232.49,153.89,178.07,1279.60,206.04,946.32,127.07,284.79,481.19,352.13,266.08,236.11,477.14,88.42,78.16,377.04,197.99,211.41,1753.19,190.53,318.89,139.71,517.35,80.20,220.70,246.27,305.09,30.64,269.69,246.32,81.56,300.71,64.94,261.90,188.71,214.99,24.49,276.84,450.83,176.59,181.54,89.57,487.71,129.24,263.14,198.90,271.09,131.84,137.43,85.57,23.26,188.45,461.06,176.88,27.77,138.32,286.22,353.80,146.38,714.23,84.21,250.05
2025-12-29,674.15,253.80,173.43,109.40,273.76,54.02,36.68,220.46,64.02,231.80,154.58,175.87,1260.39,206.85,930.04,126.51,294.37,475.91,349.39,266.23,234.97,478.97,88.24,77.79,377.28,195.38,211.64,1771.69,188.22,317.71,138.61,516.27,79.99,218.99,245.74,305.74,30.08,268.25,245.15,80.82,301.23,64.65,263.05,184.18,215.61,24.33,275.63,450.84,175.59,179.68,89.00,487.10,127.46,259.43,197.36,271.34,134.15,136.90,85.00,22.73,186.85,460.72,175.69,27.58,137.94,281.30,353.16,145.77,698.82,83.59,244.25
2025-07-24,781.21,356.14,158.84,104.66,213.76,55.44,22.63,224.43,72.34,205.60,996.18,97.78,904.18,165.61,713.00,166.29,111.73,462.03,288.71,267.70,218.41,609.68,80.71,68.29,424.83,242.83,168.95,1535.80,173.74,324.64,180.83,549.93,84.19,237.20,333.40,260.51,52.52,180.72,286.67,104.77,301.10,,188.12,154.86,162.12,20.51,226.37,560.37,202.06,69.02,55.72,510.88,128.35,301.93,91.33,281.71,114.04,104.46,76.73,25.69,201.16,559.92,185.69,30.52,146.56,152.73,371.69,,,,
2025-12-30,669.88,254.59,173.65,108.42,273.08,54.24,37.30,219.98,64.46,230.38,154.23,173.78,1243.65,206.01,923.91,126.08,292.63,475.63,349.85,265.92,231.57,474.49,87.97,77.41,383.94,197.21,206.31,1745.75,187.54,315.60,138.39,518.00,79.56,216.93,246.74,302.05,29.65,264.30,245.92,80.31,299.54,64.68,259.97,180.84,215.34,24.07,274.82,450.08,175.41,176.06,88.86,487.48,127.92,259.37,196.67,270.00,132.44,136.20,84.14,22.90,186.85,458.13,175.42,27.46,137.48,280.08,352.51,145.28,693.71,84.01,240.22
