date,nxpi_shares,hpq_shares,amat_shares,ctsh_shares,klac_shares,cdw_shares,adbe_shares,crm_shares,mchp_shares,wday_shares,txn_shares,fico_shares,qcom_shares,ntap_shares,msft_shares,ffiv_shares,ftnt_shares,cohr_shares,acn_shares,jbl_shares,cien_shares,wdc_shares,it_shares,mu_shares,q_shares,now_shares,adi_shares,nvda_shares,app_shares,lite_shares,tyl_shares,crwd_shares,lrcx_shares,mpwr_shares,vrsn_shares,intu_shares,pltr_shares,msi_shares,panw_shares,avgo_shares,trmb_shares,swks_shares,gen_shares,fslr_shares,dell_shares,sndk_shares,zbra_shares,rop_shares,ter_shares,ibm_shares,glw_shares,gddy_shares,smci_shares,ptc_shares,tdy_shares,stx_shares,aapl_shares,intc_shares,epam_shares,anet_shares,ddog_shares,tel_shares,hpe_shares,adsk_shares,amd_shares,orcl_shares,akam_shares,cdns_shares,on_shares,keys_shares,aph_shares,snps_shares,csco_shares
2025-08-25,2041612,7618225,6565586,3983612,1068704,1064216,3444193,7753738,4346255,1750723,7341609,196754,8866657,1643834,23017503,464131,5134042,,5059102,867457,,2819345,622008,9031368,,1672811,4008071,75524848,,,348518,2012851,10336937,386921,679409,2259181,17189912,1348868,5350618,14561312,1928057,1213217,4410757,866649,2421003,,410988,868887,1296406,7510738,6229258,1151500,4147772,969313,378672,1715023,46254110,35250513,457868,8322545,1497438,2396434,10615426,1728967,13103021,13143843,1181523,2206577,3377041,1396566,9775123,1494668,32149632
2025-08-26,2041612,7618225,6565586,3983612,1068704,1064216,3444193,7753738,4346255,1750723,7341609,196754,8866657,1643834,23017503,464131,5134042,,5059102,867457,,2819345,622008,9031368,,1672811,4008071,75524848,,,348518,2012851,10336937,386921,679409,2259181,17189912,1348868,5350618,14561312,1928057,1213217,4410757,866649,2421003,,410988,868887,1296406,7510738,6229258,1151500,4147772,969313,378672,1715023,46254110,35250513,457868,8322545,1497438,2396434,10615426,1728967,13103021,13143843,1181523,2206577,3377041,1396566,9775123,1494668,32149632
2025-08-27,2041612,7618225,6565586,3983612,1068704,1064216,3444193,7753738,4346255,1750723,7341609,196754,8866657,1643834,23017503,464131,5134042,,5059102,867457,,2819345,622008,9031368,,1672811,4008071,75524848,,,348518,2012851,10336937,386921,679409,2259181,17189912,1348868,5350618,14561312,1928057,1213217,4410757,866649,2421003,,410988,868887,1296406,7510738,6229258,1151500,4147772,969313,378672,1715023,46254110,35250513,457868,8322545,1497438,2396434,10615426,1728967,13103021,13143843,1181523,2206577,3377041,1396566,9775123,1494668,32149632
2025-08-28,2041931,7619417,6566613,3984235,1068871,1064383,3444732,7754951,4346935,1750997,7342758,196785,8868044,1644091,23021104,464204,5134845,,5059894,867593,,2819786,622105,9032781,,1673073,4008698,75536665,,,348573,2013166,10338554,386982,679515,2259534,17192602,1349079,5351455,14563590,1928359,1213407,4411447,866785,2421382,,411052,869023,1296609,7511913,6230233,1151680,4148421,969465,378731,1715291,46261347,35256028,457940,8323847,1497672,2396809,10617087,1729238,13105071,13145900,1181708,2206922,3377569,1396785,9776652,1494902,32154662
2025-08-29,2041931,7619417,6566613,3984235,1068871,1064383,3444732,7754951,4346935,1750997,7342758,196785,8868044,1644091,23021104,464204,5134845,,5059894,867593,,2819786,622105,9032781,,1673073,4008698,75536665,,,348573,2013166,10338554,386982,679515,2259534,17192602,1349079,5351455,14563590,1928359,1213407,4411447,866785,2421382,,411052,869023,1296609,7511913,6230233,1151680,4148421,969465,378731,1715291,46261347,35256028,457940,8323847,1497672,2396809,10617087,1729238,13105071,13145900,1181708,2206922,3377569,1396785,9776652,1494902,32154662
2025-09-02,2040655,7614649,6562505,3981743,1068203,1063715,3442576,7750099,4344215,1749901,7338162,196661,8862496,1643063,23006700,463912,5131633,,5056726,867049,,2818022,621717,9027129,,1672025,4006190,75489397,,,348353,2011906,10332086,386738,679091,2258122,17181842,1348235,5348107,14554478,1927151,1212647,4408687,866241,2419866,,410796,868479,1295797,7507213,6226333,1150960,4145825,968857,378495,1714219,46232399,35233961,457652,8318639,1496736,2395309,10610443,1728154,13096871,13137672,1180968,2205542,3375457,1395909,9770536,1493966,32134542
2025-09-03,2038422,7606305,6555316,3977382,1067034,1062546,3438803,7741608,4339455,1747983,7330119,196444,8852787,1641264,22981486,463401,5126012,,5051182,866097,,2814935,621038,9017238,,1670191,4001801,75406671,,,347968,2009701,10320767,386311,678349,2255644,17163012,1346758,5342248,14538532,1925037,1211317,4403857,865289,2417213,,410348,867527,1294376,7498988,6219508,1149700,4141282,967793,378082,1712343,46181733,35195349,457148,8309525,1495098,2392684,10598816,1726257,13082521,13123273,1179673,2203127,3371761,1394376,9759826,1492328,32099325
2025-09-04,2041055,7616449,6564005,3982643,1068403,1063915,3443376,7751899,4345215,1750301,7339862,196661,8864596,1643463,23012000,464012,5132733,,5057826,867249,,2818722,621817,9029229,,1672425,4007190,75506597,,,348453,2012306,10334386,386838,679191,2258722,17185842,1348535,5349307,14557778,1927651,1212947,4409687,866441,2420466,,410896,868679,1296097,7508913,6227733,1151160,4146825,969057,378595,1714519,46242999,35242061,457752,8320539,1497036,2395909,10612843,1728554,13099871,13140672,1181268,2206042,3376257,1396209,9772736,1494266,32141942
2025-09-05,2041055,7616449,6564005,3982643,1068403,1063915,3443376,7751899,4345215,1750301,7339862,196661,8864596,1643463,23012000,464012,5132733,,5057826,867249,,2818722,621817,9029229,,1672425,4007190,75506597,,,348453,2012306,10334386,386838,679191,2258722,17185842,1348535,5349307,14557778,1927651,1212947,4409687,866441,2420466,,410896,868679,1296097,7508913,6227733,1151160,4146825,969057,378595,1714519,46242999,35242061,457752,8320539,1497036,2395909,10612843,1728554,13099871,13140672,1181268,2206042,3376257,1396209,9772736,1494266,32141942
2025-09-08,2040098,7612873,6560924,3980774,1067902,1063414,3441759,7748260,4343175,1749479,7336415,196568,8860432,1642692,23001194,463793,5130324,,5055450,866841,,2817399,621526,9024990,,1671639,4005309,75471140,,,348288,2011361,10329532,386655,678873,2257660,17177772,1347902,5346796,14550941,1926745,1212377,4407617,866033,2419329,,410704,868271,1295488,7505388,6224808,1150620,4144878,968601,378418,1713715,46221285,35225513,457536,8316633,1496334,2394784,10607860,1727741,13093721,13134501,1180713,2205007,3374673,1395552,9768146,1493564,32126849
2025-09-09,2040736,7615257,6562978,3982020,1068236,1063748,3442837,7750686,4344535,1750027,7338713,196630,8863208,1643206,23008398,463939,5131930,,5057034,867113,,2818281,621720,9027816,,1672163,4006563,75494778,,,348398,2011991,10332768,386777,679085,2258368,17183152,1348324,5348470,14555499,1927349,1212757,4408997,866305,2420087,,410832,868543,1295894,7507738,6226758,1150980,4146176,968905,378536,1714251,46235761,35236545,457680,8319237,1496802,2395534,10611182,1728283,13097821,13138615,1181083,2205697,3375729,1395990,9771206,1494032,32136911
2025-09-10,2040736,7615257,6562978,3982020,1068236,1063748,3442837,7750686,4344535,1750027,7338713,196630,8863208,1643206,23008398,463939,5131930,,5057034,867113,,2818281,621720,9027816,,1672163,4006563,75494778,,,348398,2011991,10332768,386777,679085,2258368,17183152,1348324,5348470,14555499,1927349,1212757,4408997,866305,2420087,,410832,868543,1295894,7507738,6226758,1150980,4146176,968905,378536,1714251,46235761,35236545,457680,8319237,1496802,2395534,10611182,1728283,13097821,13138615,1181083,2205697,3375729,1395990,9771206,1494032,32136911
2025-09-11,2039141,7609297,6557843,3978905,1067401,1062913,3440142,7744621,4341135,1748657,7332968,196475,8856268,1641921,22990388,463574,5127915,,5053074,866433,,2816076,621235,9020751,,1670853,4003428,75435683,,,348123,2010416,10324678,386472,678555,2256598,17169702,1347269,5344285,14544104,1925839,1211807,4405547,865625,2418192,,410512,867863,1294879,7501863,6221883,1150080,4142931,968145,378241,1712911,46199571,35208965,457320,8312727,1495632,2393659,10602877,1726928,13087566,13128330,1180158,2203972,3373089,1394895,9763556,1492862,32111756
2025-09-12,2041055,7616449,6564005,3982643,1068403,1063915,3443376,7751899,4345215,1750301,7339862,196661,8864596,1643463,23012000,464012,5132733,,5057826,867249,,2818722,621817,9029229,,1672425,4007190,75506597,,,348453,2012306,10334386,386838,679191,2258722,17185842,1348535,5349307,14557778,1927651,1212947,4409687,866441,2420466,,410896,868679,1296097,7508913,6227733,1151160,4146825,969057,378595,1714519,46242999,35242061,457752,8320539,1497036,2395909,10612843,1728554,13099872,13140672,1181268,2206042,3376257,1396209,9772736,1494266,32141942
2025-09-15,2042012,7620025,6567086,3984512,1068904,1064416,3444993,7755538,4347255,1751123,7343309,196754,8868760,1644234,23022806,464231,5135142,,5060202,867657,,2820045,622108,9033468,,1673211,4009071,75542054,,,348618,2013251,10339240,387021,679509,2259784,17193912,1349168,5351818,14564615,1928557,1213517,4411757,866849,2421603,,411088,869087,1296706,7512438,6230658,1151700,4148772,969513,378772,1715323,46264713,35258609,457968,8324445,1497738,2397034,10617826,1729367,13106025,13146843,1181823,2207077,3377841,1396866,9777326,1494968,32157035
2025-09-16,2042969,7623601,6570167,3986381,1069405,1064917,3446610,7759177,4349295,1751945,7346756,196847,8872924,1645005,23033612,464450,5137551,,5062578,868065,,2821368,622399,9037707,,1673997,4010952,75577511,,,348783,2014196,10344094,387204,679827,2260846,17201982,1349801,5354329,14571452,1929463,1214087,4413827,867257,2422740,,411280,869495,1297315,7515963,6233583,1152240,4150719,969969,378949,1716127,46286427,35275157,458184,8328351,1498440,2398159,10622809,1730180,13112178,13153014,1182378,2208112,3379425,1397523,9781916,1495670,32172128
2025-09-17,2099113,7833393,6750919,4096029,1098797,1094309,3541474,7972665,4468975,1800169,7548980,202303,9117212,1690237,23667564,477298,5278879,,5201970,892001,,2898984,639471,9286395,,1720109,4121304,77657655,,,358463,2069636,10628862,397940,698483,2323150,17675422,1386937,5501641,14972556,1982615,1247527,4535267,891193,2489444,,422544,893431,1333043,7722763,6405183,1183920,4264943,996721,389333,1763295,47560491,36246149,470856,8557503,1539624,2464159,10915145,1777876,13473154,13515046,1214938,2268832,3472353,1436067,10051196,1536854,33057584
2025-09-18,2098793,7832201,6749891,4095406,1098630,1094142,3540935,7971452,4468295,1799895,7547831,202272,9115824,1689980,23663962,477225,5278076,,5201178,891865,,2898543,639374,9284982,,1719847,4120677,77645835,,,358408,2069321,10627244,397879,698377,2322796,17672732,1386726,5500804,14970277,1982313,1247337,4534577,891057,2489065,,422480,893295,1332840,7721588,6404208,1183740,4264294,996569,389274,1763027,47553252,36240632,470784,8556200,1539390,2463784,10913484,1777605,13471103,13512989,1214753,2268487,3471824,1435848,10049666,1536620,33052552
2025-09-19,2069668,7710620,6587794,4009245,1083300,1075921,3482321,7847873,4430340,1773193,7463192,197093,8853723,1642658,21862001,471559,5346825,,5113060,881023,,2847920,621692,9187013,,1707535,4073726,71763952,2222359,,355104,2046132,10389574,393121,690105,2289865,18669680,1367691,5483164,13833555,1953559,1218418,4600679,880415,2488955,,417395,883444,1305895,7646897,6399172,1136538,4115480,983383,384934,1745861,43647738,35931308,457236,8460557,2653746,2425664,10772074,1756721,13322093,11779704,1177088,2236928,3357281,1412850,10022718,1519078,32508061
2025-09-22,2068048,7704580,6582634,4006105,1082450,1075081,3479596,7841728,4426870,1771803,7457347,196938,8846788,1641373,21844881,471189,5342640,,5109055,880333,,2845690,621207,9179818,,1706200,4070536,71707762,2220619,,354824,2044532,10381439,392811,689565,2288070,18655060,1366621,5478869,13822725,1952029,1217463,4597079,879725,2487005,,417070,882754,1304870,7640907,6394162,1135648,4112260,982613,384634,1744496,43613563,35903173,456876,8453932,2651666,2423764,10763639,1755346,13311663,11770479,1176168,2235178,3354651,1411745,10014868,1517888,32482606
2025-09-23,2069668,7710620,6587794,4009245,1083300,1075926,3482321,7847873,4430340,1773193,7463192,197093,8853723,1642658,21862001,471559,5346825,,5113060,881023,,2847920,621692,9187013,,1707535,4073726,71763957,2222359,,355104,2046132,10389574,393121,690105,2289865,18669680,1367691,5483164,13833560,1953559,1218418,4600684,880415,2488955,,417395,883444,1305895,7646897,6399172,1136538,4115485,983383,384934,1745861,43647743,35931308,457236,8460557,2653746,2425664,10772074,1756721,13322093,11779704,1177088,2236928,3357281,1412850,10022718,1519078,32508061
2025-09-24,2066428,7698540,6577474,4002965,1081600,1074236,3476871,7835583,4423400,1770413,7451502,196783,8839853,1640088,21827761,470819,5338455,,5105050,879643,,2843460,620722,9172623,,1704865,4067346,71651567,2218879,,354544,2042932,10373304,392501,689025,2286275,18640440,1365551,5474574,13811890,1950499,1216508,4593474,879035,2485055,,416745,882064,1303845,7634917,6389152,1134758,4109035,981843,384334,1743131,43579383,35875038,456516,8447307,2649586,2421864,10755204,1753971,13301233,11761254,1175248,2233428,3352021,1410640,10007018,1516698,32457151
2025-09-25,2065780,7696124,6575410,4001709,1081260,1073898,3475781,7833125,4422012,1769857,7449164,196721,8837079,1639574,21820913,470671,5336781,,5103448,879367,,2842568,620528,9169745,,1704331,4066070,71629087,2218183,,354432,2042292,10370050,392377,688809,2285557,18634592,1365123,5472856,13807556,1949887,1216126,4592032,878759,2484275,,416615,881788,1303435,7632521,6387148,1134402,4107745,981535,384214,1742585,43565711,35863782,456372,8444657,2648754,2421104,10751830,1753421,13297059,11757564,1174880,2232728,3350969,1410198,10003878,1516222,32446969
2025-09-26,2065780,7696124,6575410,4001709,1081260,1073898,3475781,7833125,4422012,1769857,7449164,196721,8837079,1639574,21820913,470671,5336781,,5103448,879367,,2842568,620528,9169745,,1704331,4066070,71629087,2218183,,354432,2042292,10370050,392377,688809,2285557,18634592,1365123,5472856,13807556,1949887,1216126,4592032,878759,2484275,,416615,881788,1303435,7632521,6387148,1134402,4107745,981535,384214,1742585,43565711,35863782,456372,8444657,2648754,2421104,10751830,1753421,13297059,11757564,1174880,2232728,3350969,1410198,10003878,1516222,32446969
2025-09-29,2072584,7721492,6597082,4014897,1084830,1077447,3487226,7858934,4436586,1775695,7473713,197372,8866206,1644971,21892817,472225,5354358,,5120269,882265,,2851934,622565,9199964,,1709938,4079468,71865127,2225491,,355608,2049012,10404217,393679,691077,2293096,18695996,1369617,5490895,13853063,1956313,1220137,4607173,881657,2492465,,417980,884686,1307740,7657679,6408190,1138140,4121290,984769,385474,1748318,43709267,35981970,457884,8472482,2657490,2429084,10787257,1759196,13340886,11796309,1178744,2240078,3362015,1414839,10036848,1521220,32553880
2025-09-30,2071264,7716552,6592922,4012357,1084080,1076702,3485001,7853989,4433716,1774505,7468968,197217,8860571,1643886,21878897,471955,5350973,,5117064,881675,,2850104,622180,9194069,,1708803,4076878,71819427,2224051,,355428,2047712,10397682,393469,690637,2291701,18684076,1368747,5487400,13844328,1954983,1219382,4604268,881067,2490915,,417755,884096,1306815,7652889,6404180,1137450,4118665,984199,385174,1747253,43681487,35959030,457524,8467057,2655810,2427484,10780422,1758121,13332356,11788784,1178024,2238628,3359885,1413934,10030398,1520230,32533125
2025-10-01,2075152,7731048,6605306,4019893,1086120,1078730,3491541,7868737,4442044,1777841,7482996,197589,8877215,1646970,21919985,472843,5361017,,5126676,883331,,2855456,623344,9211337,,1712007,4084534,71954307,2228227,,356100,2051552,10417206,394213,691933,2296009,18719164,1371315,5497708,13870332,1958655,1221674,4612920,882723,2495595,,418535,885752,1309275,7667265,6416204,1139586,4126405,986047,385894,1750529,43763519,36026566,458388,8482957,2660802,2432044,10800666,1761421,13357400,11810924,1180232,2242828,3366197,1416586,10049238,1523086,32594217
2025-10-02,2074504,7728632,6603242,4018637,1085780,1078392,3490451,7866279,4440656,1777285,7480658,197527,8874441,1646456,21913137,472695,5359343,,5125074,883055,,2854564,623150,9208459,,1711473,4083258,71931827,2227531,,355988,2050912,10413952,394089,691717,2295291,18713316,1370887,5495990,13865998,1958043,1221292,4611478,882447,2494815,,418405,885476,1308865,7664869,6414200,1139230,4125115,985739,385774,1749983,43749847,36015310,458244,8480307,2659970,2431284,10797292,1760871,13353226,11807234,1179864,2242128,3365145,1416144,10046098,1522610,32584035
2025-10-03,2071888,7719060,6595054,4013685,1084450,1077071,3486146,7856618,4435210,1775083,7471437,197248,8863458,1644443,21886121,472129,5352710,,5118665,882013,,2851050,622377,9197208,,1709370,4078216,71843167,2224799,,355484,2048332,10401109,393531,690845,2292460,18690300,1369161,5489259,13848895,1955689,1219773,4605789,881405,2491705,,417820,884434,1307320,7655387,6406282,1137828,4120010,984453,385334,1747826,43695923,35970958,457696,8469882,2656726,2428264,10784009,1758696,13336843,11792729,1178408,2239378,3361011,1414455,10033768,1520768,32543916
2025-10-06,2078368,7743220,6615694,4026245,1087850,1080451,3497046,7881198,4449090,1780643,7494817,197868,8891198,1649583,21954621,473609,5369470,,5134685,884773,,2859970,624317,9225988,,1714710,4090976,72068007,2231759,,356604,2054752,10433669,394771,693005,2299640,18748800,1373441,5506439,13892235,1961809,1223593,4620209,884165,2499505,,419120,887194,1311420,7679347,6426322,1141388,4132910,987533,386534,1753286,43832663,36083538,459136,8496382,2665046,2435864,10817749,1764196,13378583,11829629,1182088,2246378,3371531,1418875,10065168,1525528,32645756
2025-10-07,2080636,7751676,6622918,4030641,1089040,1081634,3500861,7889801,4453948,1782589,7503000,198085,8900907,1651382,21978596,474127,5375336,,5140292,885739,,2863092,624996,9236061,,1716579,4095442,72146701,2234195,,356996,2056999,10445065,395205,693761,2302153,18769275,1374939,5512452,13907404,1963951,1224930,4625256,885131,2502235,,419575,888160,1312855,7687733,6433336,1142634,4137425,988611,386954,1755197,43880522,36122941,459640,8505657,2667958,2438524,10829558,1766121,13393192,11842544,1183376,2248828,3375213,1420422,10076158,1527194,32681400
2025-10-08,2074480,7728724,6603310,4018709,1085810,1078423,3490506,7866450,4440762,1777307,7480789,197496,8874554,1646499,21913521,472721,5359414,,5125073,883117,,2854618,623153,9208720,,1711506,4083320,71933103,2227583,,355932,2050900,10414133,394027,691709,2295332,18713700,1370873,5496131,13866231,1958137,1221301,4611557,882509,2494825,,418340,885538,1308960,7664971,6414298,1139252,4125170,985685,385814,1750010,43750619,36015990,458272,8480482,2660054,2431304,10797505,1760896,13353539,11807489,1179880,2242178,3365219,1416223,10046328,1522672,32584652
2025-10-09,2076748,7737180,6610534,4023105,1087000,1079606,3494321,7875053,4445620,1779253,7488972,197713,8884263,1648298,21937496,473239,5365280,,5130680,884083,,2857740,623832,9218793,,1713375,4087786,72011797,2230019,,356324,2053147,10425529,394461,692465,2297845,18734175,1372371,5502144,13881400,1960279,1222638,4616604,883475,2497555,,418795,886504,1310395,7673357,6421312,1140498,4129685,986763,386234,1751921,43798478,36055393,458776,8489757,2662966,2433964,10809314,1762821,13368148,11820404,1181168,2244628,3368901,1417770,10057318,1524338,32620296
2025-10-10,2071564,7717852,6594022,4013057,1084280,1076902,3485585,7855389,4434516,1774805,7470268,197217,8862071,1644186,21882696,472055,5351872,,5117864,881875,,2850604,622280,9195769,,1709103,4077578,71831909,2224451,,355428,2048011,10399481,393469,690737,2292101,18687375,1368947,5488400,13846728,1955383,1219582,4605068,881267,2491315,,417755,884296,1307115,7654189,6405264,1137650,4119365,984299,385274,1747537,43689070,35965329,457624,8468557,2656310,2427884,10782306,1758421,13334756,11790884,1178224,2239028,3360485,1414234,10032198,1520530,32538808
2025-10-13,2073832,7726308,6601246,4017453,1085470,1078085,3489407,7863999,4439374,1776751,7478451,197434,8871780,1645985,21906671,472573,5357738,,5123471,882841,,2853726,622959,9205842,,1710979,4082044,71910617,2226887,,355820,2050258,10410877,393903,691493,2294614,18707850,1370445,5494413,13861897,1957525,1220919,4610115,882233,2494045,,418210,885262,1308550,7662575,6412285,1138896,4123880,985377,385694,1749455,43736943,36004739,458128,8477839,2659222,2430544,10794122,1760346,13349365,11803806,1179512,2241478,3364167,1415781,10043188,1522196,32574459
2025-10-14,2071564,7717852,6594022,4013057,1084280,1076902,3485585,7855389,4434516,1774805,7470268,197217,8862071,1644186,21882696,472055,5351872,,5117864,881875,,2850604,622280,9195769,,1709103,4077578,71831909,2224451,,355428,2048011,10399481,393469,690737,2292101,18687375,1368947,5488400,13846728,1955383,1219582,4605068,881267,2491315,,417755,884296,1307115,7654189,6405264,1137650,4119365,984299,385274,1747537,43689077,35965329,457624,8468557,2656310,2427884,10782306,1758421,13334756,11790884,1178224,2239028,3360485,1414234,10032198,1520530,32538808
2025-10-15,2071888,7719060,6595054,4013685,1084450,1077071,3486131,7856619,4435210,1775083,7471437,197248,8863458,1644443,21886121,472129,5352710,,5118665,882013,,2851050,622377,9197208,,1709371,4078216,71843153,2224799,,355484,2048332,10401109,393531,690845,2292460,18690300,1369161,5489259,13848895,1955689,1219773,4605789,881405,2491705,,417820,884434,1307320,7655387,6406267,1137828,4120010,984453,385334,1747811,43695915,35970959,457696,8469883,2656726,2428264,10783994,1758696,13336843,11792730,1178408,2239378,3361011,1414455,10033768,1520768,32543901
2025-10-16,2075128,7731140,6605374,4019965,1086150,1078761,3491591,7868919,4442150,1777863,7483127,197558,8877328,1647013,21920371,472869,5361090,,5126675,883393,,2855510,623347,9211598,,1712051,4084596,71955593,2228279,,356044,2051542,10417389,394151,691925,2296050,18719550,1371301,5497849,13870565,1958749,1221683,4612999,882785,2495605,,418470,885814,1309370,7667367,6416297,1139608,4126460,985993,385934,1750551,43764295,36027249,458416,8483143,2660886,2432064,10800874,1761446,13357713,11811190,1180248,2242878,3366271,1416665,10049468,1523148,32594831
